provider,model_id,modalities,best_at,free_quota,rate_limits,base_url,endpoint,api_style,authentication,catalog_url,quota_source_url,verified_on,notes
Scaleway Generative APIs,qwen3.5-397b-a17b,text/image/video to text,Frontier reasoning; coding; multimodal analysis,"1,000,000 tokens for each new customer",Organization limits; payment method required,https://api.scaleway.ai/v1,/chat/completions,OpenAI-compatible,Scaleway secret key,https://www.scaleway.com/en/generative-apis/,https://www.scaleway.com/en/docs/generative-apis/faq/,2026-06-28,Shared new-customer free tier across Generative APIs
Scaleway Generative APIs,gemma-4-26b-a4b-it,text/image to text,Fast multimodal reasoning; coding,"1,000,000 tokens for each new customer",Organization limits; payment method required,https://api.scaleway.ai/v1,/chat/completions,OpenAI-compatible,Scaleway secret key,https://www.scaleway.com/en/generative-apis/,https://www.scaleway.com/en/docs/generative-apis/faq/,2026-06-28,Shared new-customer free tier across Generative APIs
Scaleway Generative APIs,mistral-medium-3.5-128b,text/image to text,Complex coding; multilingual reasoning,"1,000,000 tokens for each new customer",Organization limits; payment method required,https://api.scaleway.ai/v1,/chat/completions,OpenAI-compatible,Scaleway secret key,https://www.scaleway.com/en/generative-apis/,https://www.scaleway.com/en/docs/generative-apis/faq/,2026-06-28,Shared new-customer free tier across Generative APIs
Scaleway Generative APIs,devstral-2-123b-instruct-2512,text to text,Repository coding; software engineering,"1,000,000 tokens for each new customer",Organization limits; payment method required,https://api.scaleway.ai/v1,/chat/completions,OpenAI-compatible,Scaleway secret key,https://www.scaleway.com/en/generative-apis/,https://www.scaleway.com/en/docs/generative-apis/faq/,2026-06-28,Shared new-customer free tier across Generative APIs
Scaleway Generative APIs,holo2-30b-a3b,text/image to text,Multimodal reasoning; efficient instruction following,"1,000,000 tokens for each new customer",Organization limits; payment method required,https://api.scaleway.ai/v1,/chat/completions,OpenAI-compatible,Scaleway secret key,https://www.scaleway.com/en/generative-apis/,https://www.scaleway.com/en/docs/generative-apis/faq/,2026-06-28,Shared new-customer free tier across Generative APIs
Scaleway Generative APIs,voxtral-small-24b-2507,text/audio to text,Audio understanding; chat; transcription,"1,000,000 tokens for each new customer",Organization limits; payment method required,https://api.scaleway.ai/v1,/chat/completions,OpenAI-compatible,Scaleway secret key,https://www.scaleway.com/en/generative-apis/,https://www.scaleway.com/en/docs/generative-apis/faq/,2026-06-28,Shared new-customer free tier across Generative APIs
Zhipu BigModel,glm-4.7-flash,text to text,Agentic coding; tool use; long-context reasoning,Free API model,1 concurrent request,https://open.bigmodel.cn/api/paas/v4,/chat/completions,OpenAI-compatible,Zhipu API key,https://docs.bigmodel.cn/cn/guide/models/free/glm-4.7-flash,https://bigmodel.cn/pricing,2026-06-28,Free model; 128K context; provider may route retired Flash aliases here
Zhipu BigModel,glm-4.6v-flash,text/image/video/file to text,Visual reasoning; GUI agents; function calling,Free API model,1 concurrent request,https://open.bigmodel.cn/api/paas/v4,/chat/completions,OpenAI-compatible,Zhipu API key,https://docs.bigmodel.cn/cn/guide/models/free/glm-4.6v-flash,https://bigmodel.cn/pricing,2026-06-28,Free multimodal model; 128K context
Zhipu BigModel,glm-4.1v-thinking-flash,text/image/video/file to text,Scientific visual reasoning; charts; frontend coding,Free API model,1 concurrent request,https://open.bigmodel.cn/api/paas/v4,/chat/completions,OpenAI-compatible,Zhipu API key,https://docs.bigmodel.cn/cn/guide/models/free/glm-4.1v-thinking-flash,https://bigmodel.cn/pricing,2026-06-28,Free multimodal reasoning model
IO Intelligence,deepseek-ai/DeepSeek-R1-0528,text to text,Deep reasoning; math; software engineering,Free daily account credits,Model-dependent daily credits,https://api.intelligence.io.solutions/api/v1,/chat/completions,OpenAI-compatible,IO Intelligence API key,https://io.net/docs/guides/intelligence/exploring-ai-models,https://io.net/docs/reference/ai-models/get-started-with-io-intelligence-api,2026-06-28,Daily credits are shared for plan subscribers
IO Intelligence,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,text/image to text,Multimodal instruction following; general agents,Free daily account credits,Model-dependent daily credits,https://api.intelligence.io.solutions/api/v1,/chat/completions,OpenAI-compatible,IO Intelligence API key,https://io.net/docs/guides/intelligence/exploring-ai-models,https://io.net/docs/reference/ai-models/get-started-with-io-intelligence-api,2026-06-28,Daily credits are shared for plan subscribers
IO Intelligence,Intel/Qwen3-Coder-480B-A35B-Instruct-int4-mixed-ar,text to text,Large-scale agentic coding; repository work,Free daily account credits,Model-dependent daily credits,https://api.intelligence.io.solutions/api/v1,/chat/completions,OpenAI-compatible,IO Intelligence API key,https://io.net/docs/guides/intelligence/exploring-ai-models,https://io.net/docs/reference/ai-models/get-started-with-io-intelligence-api,2026-06-28,Daily credits are shared for plan subscribers
IO Intelligence,Qwen3-Next-80B-A3B-Instruct,text to text,Fast instruction following; coding; knowledge,Free daily account credits,Model-dependent daily credits,https://api.intelligence.io.solutions/api/v1,/chat/completions,OpenAI-compatible,IO Intelligence API key,https://io.net/docs/guides/intelligence/exploring-ai-models,https://io.net/docs/reference/ai-models/get-started-with-io-intelligence-api,2026-06-28,Daily credits are shared for plan subscribers
IO Intelligence,Qwen3-235B-A22B-Thinking-2507,text to text,Deep planning; math; complex reasoning,Free daily account credits,Model-dependent daily credits,https://api.intelligence.io.solutions/api/v1,/chat/completions,OpenAI-compatible,IO Intelligence API key,https://io.net/docs/guides/intelligence/exploring-ai-models,https://io.net/docs/reference/ai-models/get-started-with-io-intelligence-api,2026-06-28,Daily credits are shared for plan subscribers
IO Intelligence,Mistral-Nemo-Instruct-2407,text to text,Efficient multilingual instructions; summaries,Free daily account credits,Model-dependent daily credits,https://api.intelligence.io.solutions/api/v1,/chat/completions,OpenAI-compatible,IO Intelligence API key,https://io.net/docs/guides/intelligence/exploring-ai-models,https://io.net/docs/reference/ai-models/get-started-with-io-intelligence-api,2026-06-28,Daily credits are shared for plan subscribers
IO Intelligence,mistralai/Mistral-Large-Instruct-2411,text to text,Complex multilingual reasoning; coding,Free daily account credits,Model-dependent daily credits,https://api.intelligence.io.solutions/api/v1,/chat/completions,OpenAI-compatible,IO Intelligence API key,https://io.net/docs/guides/intelligence/exploring-ai-models,https://io.net/docs/reference/ai-models/get-started-with-io-intelligence-api,2026-06-28,Daily credits are shared for plan subscribers
IO Intelligence,zai-org/GLM-4.6,text to text,Agentic coding; long-context tool use,Free daily account credits,Model-dependent daily credits,https://api.intelligence.io.solutions/api/v1,/chat/completions,OpenAI-compatible,IO Intelligence API key,https://io.net/docs/guides/intelligence/exploring-ai-models,https://io.net/docs/reference/ai-models/get-started-with-io-intelligence-api,2026-06-28,Daily credits are shared for plan subscribers
IO Intelligence,zai-org/GLM-4.7,text to text,Consistent multi-step coding and reasoning,Free daily account credits,Model-dependent daily credits,https://api.intelligence.io.solutions/api/v1,/chat/completions,OpenAI-compatible,IO Intelligence API key,https://io.net/docs/guides/intelligence/exploring-ai-models,https://io.net/docs/reference/ai-models/get-started-with-io-intelligence-api,2026-06-28,Daily credits are shared for plan subscribers
IO Intelligence,moonshotai/Kimi-K2-Instruct-0905,text to text,Agentic coding; content generation; tools,Free daily account credits,Model-dependent daily credits,https://api.intelligence.io.solutions/api/v1,/chat/completions,OpenAI-compatible,IO Intelligence API key,https://io.net/docs/guides/intelligence/exploring-ai-models,https://io.net/docs/reference/ai-models/get-started-with-io-intelligence-api,2026-06-28,Daily credits are shared for plan subscribers
IO Intelligence,moonshotai/Kimi-K2-Thinking,text to text,Long-horizon reasoning; multi-step tool use,Free daily account credits,Model-dependent daily credits,https://api.intelligence.io.solutions/api/v1,/chat/completions,OpenAI-compatible,IO Intelligence API key,https://io.net/docs/guides/intelligence/exploring-ai-models,https://io.net/docs/reference/ai-models/get-started-with-io-intelligence-api,2026-06-28,Daily credits are shared for plan subscribers
Alibaba Cloud Model Studio,qwen3.7-max,text to text,Frontier long-context reasoning; coding,"1,000,000 tokens per model for 90 days",Account-level rate limits,https://dashscope-intl.aliyuncs.com/compatible-mode/v1,/chat/completions,OpenAI-compatible,Model Studio API key,https://www.alibabacloud.com/help/en/model-studio/model-pricing,https://www.alibabacloud.com/help/en/model-studio/rate-limit,2026-06-28,International Singapore deployment; enable stop when free quota is exhausted
Alibaba Cloud Model Studio,qwen-max,text to text,General reasoning; coding; multilingual tasks,"1,000,000 tokens per model for 90 days",Account-level rate limits,https://dashscope-intl.aliyuncs.com/compatible-mode/v1,/chat/completions,OpenAI-compatible,Model Studio API key,https://www.alibabacloud.com/help/en/model-studio/model-pricing,https://www.alibabacloud.com/help/en/model-studio/rate-limit,2026-06-28,International Singapore deployment; enable stop when free quota is exhausted
Alibaba Cloud Model Studio,qwq-plus,text to text,Mathematics; deep reasoning; planning,"1,000,000 tokens per model for 90 days",Account-level rate limits,https://dashscope-intl.aliyuncs.com/compatible-mode/v1,/chat/completions,OpenAI-compatible,Model Studio API key,https://www.alibabacloud.com/help/en/model-studio/model-pricing,https://www.alibabacloud.com/help/en/model-studio/rate-limit,2026-06-28,International Singapore deployment; enable stop when free quota is exhausted
Alibaba Cloud Model Studio,qwen3.5-omni-plus,text/image/video/audio to text,Multimodal reasoning; scientific analysis,"1,000,000 tokens per model for 90 days",Account-level rate limits,https://dashscope-intl.aliyuncs.com/compatible-mode/v1,/chat/completions,OpenAI-compatible,Model Studio API key,https://www.alibabacloud.com/help/en/model-studio/model-pricing,https://www.alibabacloud.com/help/en/model-studio/rate-limit,2026-06-28,International Singapore deployment; enable stop when free quota is exhausted
Alibaba Cloud Model Studio,qwen3.5-omni-flash,text/image/video/audio to text,Fast multimodal reasoning; extraction,"1,000,000 tokens per model for 90 days",Account-level rate limits,https://dashscope-intl.aliyuncs.com/compatible-mode/v1,/chat/completions,OpenAI-compatible,Model Studio API key,https://www.alibabacloud.com/help/en/model-studio/model-pricing,https://www.alibabacloud.com/help/en/model-studio/rate-limit,2026-06-28,International Singapore deployment; enable stop when free quota is exhausted
Alibaba Cloud Model Studio,deepseek-v4-pro,text to text,Deep coding; scientific reasoning,"1,000,000 tokens per model for 90 days",Account-level rate limits,https://dashscope-intl.aliyuncs.com/compatible-mode/v1,/chat/completions,OpenAI-compatible,Model Studio API key,https://www.alibabacloud.com/help/en/model-studio/model-pricing,https://www.alibabacloud.com/help/en/model-studio/rate-limit,2026-06-28,International Singapore deployment; enable stop when free quota is exhausted
Alibaba Cloud Model Studio,deepseek-v4-flash,text to text,Fast coding; tool use; reasoning,"1,000,000 tokens per model for 90 days",Account-level rate limits,https://dashscope-intl.aliyuncs.com/compatible-mode/v1,/chat/completions,OpenAI-compatible,Model Studio API key,https://www.alibabacloud.com/help/en/model-studio/model-pricing,https://www.alibabacloud.com/help/en/model-studio/rate-limit,2026-06-28,International Singapore deployment; enable stop when free quota is exhausted
SiliconFlow,Qwen/Qwen2-7B-Instruct,text to text,General instructions; multilingual chat,Free model with fixed rate limits,Per-model fixed limits,https://api.siliconflow.com/v1,/chat/completions,OpenAI-compatible,SiliconFlow API key,https://docs.siliconflow.com/quickstart/models,https://docs.siliconflow.com/en/userguide/rate-limits/rate-limit-and-upgradation,2026-06-28,32K context; free model availability may vary by region
SiliconFlow,Qwen/Qwen2-1.5B-Instruct,text to text,Very fast extraction; simple instructions,Free model with fixed rate limits,Per-model fixed limits,https://api.siliconflow.com/v1,/chat/completions,OpenAI-compatible,SiliconFlow API key,https://docs.siliconflow.com/quickstart/models,https://docs.siliconflow.com/en/userguide/rate-limits/rate-limit-and-upgradation,2026-06-28,32K context; free model availability may vary by region
SiliconFlow,Qwen/Qwen1.5-7B-Chat,text to text,Multilingual general chat,Free model with fixed rate limits,Per-model fixed limits,https://api.siliconflow.com/v1,/chat/completions,OpenAI-compatible,SiliconFlow API key,https://docs.siliconflow.com/quickstart/models,https://docs.siliconflow.com/en/userguide/rate-limits/rate-limit-and-upgradation,2026-06-28,32K context; free model availability may vary by region
SiliconFlow,THUDM/glm-4-9b-chat,text to text,Chinese and English reasoning; coding,Free model with fixed rate limits,Per-model fixed limits,https://api.siliconflow.com/v1,/chat/completions,OpenAI-compatible,SiliconFlow API key,https://docs.siliconflow.com/quickstart/models,https://docs.siliconflow.com/en/userguide/rate-limits/rate-limit-and-upgradation,2026-06-28,32K context; free model availability may vary by region
SiliconFlow,THUDM/chatglm3-6b,text to text,Fast bilingual chat; extraction,Free model with fixed rate limits,Per-model fixed limits,https://api.siliconflow.com/v1,/chat/completions,OpenAI-compatible,SiliconFlow API key,https://docs.siliconflow.com/quickstart/models,https://docs.siliconflow.com/en/userguide/rate-limits/rate-limit-and-upgradation,2026-06-28,32K context; free model availability may vary by region
SiliconFlow,internlm/internlm2_5-7b-chat,text to text,General chat; multilingual instructions,Free model with fixed rate limits,Per-model fixed limits,https://api.siliconflow.com/v1,/chat/completions,OpenAI-compatible,SiliconFlow API key,https://docs.siliconflow.com/quickstart/models,https://docs.siliconflow.com/en/userguide/rate-limits/rate-limit-and-upgradation,2026-06-28,32K context; free model availability may vary by region
SiliconFlow,mistralai/Mistral-7B-Instruct-v0.2,text to text,Efficient English instructions; summaries,Free model with fixed rate limits,Per-model fixed limits,https://api.siliconflow.com/v1,/chat/completions,OpenAI-compatible,SiliconFlow API key,https://docs.siliconflow.com/quickstart/models,https://docs.siliconflow.com/en/userguide/rate-limits/rate-limit-and-upgradation,2026-06-28,32K context; free model availability may vary by region
Hyperbolic,meta-llama/Meta-Llama-3.1-70B-Instruct,text to text,General reasoning; coding; instruction following,$1 promotional credit after phone verification,60 RPM basic tier,https://api.hyperbolic.xyz/v1,/chat/completions,OpenAI-compatible,Hyperbolic API key,https://docs.hyperbolic.xyz/docs/getting-started,https://docs.hyperbolic.xyz/docs/hyperbolic-pricing,2026-06-28,Shared promotional credit; no minimum deposit for Basic tier
Hyperbolic,deepseek-ai/DeepSeek-R1-0528,text to text,Deep reasoning; math; coding,$1 promotional credit after phone verification,60 RPM basic tier,https://api.hyperbolic.xyz/v1,/chat/completions,OpenAI-compatible,Hyperbolic API key,https://docs.hyperbolic.xyz/docs/supported-models,https://docs.hyperbolic.xyz/docs/hyperbolic-pricing,2026-06-28,Shared promotional credit; verify exact live model ID with models endpoint
Hyperbolic,NousResearch/Hermes-3-Llama-3.1-70B,text to text,Tool use; structured agents; reasoning,$1 promotional credit after phone verification,60 RPM basic tier,https://api.hyperbolic.xyz/v1,/chat/completions,OpenAI-compatible,Hyperbolic API key,https://docs.hyperbolic.xyz/docs/supported-models,https://docs.hyperbolic.xyz/docs/hyperbolic-pricing,2026-06-28,Shared promotional credit; verify exact live model ID with models endpoint
Hyperbolic,Qwen/Qwen2.5-Coder-32B-Instruct,text to text,Coding; debugging; code completion,$1 promotional credit after phone verification,60 RPM basic tier,https://api.hyperbolic.xyz/v1,/chat/completions,OpenAI-compatible,Hyperbolic API key,https://docs.hyperbolic.xyz/docs/supported-models,https://docs.hyperbolic.xyz/docs/hyperbolic-pricing,2026-06-28,Shared promotional credit; verify exact live model ID with models endpoint
Routeway,ling-2.6-flash:free,text to text,general chat; tools,200 requests/day shared across the free account,5 RPM; 200 RPD shared across all Routeway free models,https://api.routeway.ai,/v1/chat/completions,OpenAI-compatible,Bearer ROUTEWAY_API_KEY,https://api.routeway.ai/v1/models,https://docs.routeway.ai/getting-started/rate-limits,2026-07-06,Recurring free tier
Routeway,gemma-4-31b-it:free,text to text,general chat; tools; reasoning,200 requests/day shared across the free account,5 RPM; 200 RPD shared across all Routeway free models,https://api.routeway.ai,/v1/chat/completions,OpenAI-compatible,Bearer ROUTEWAY_API_KEY,https://api.routeway.ai/v1/models,https://docs.routeway.ai/getting-started/rate-limits,2026-07-06,Recurring free tier
Routeway,step-3.5-flash:free,text to text,general chat,200 requests/day shared across the free account,5 RPM; 200 RPD shared across all Routeway free models,https://api.routeway.ai,/v1/chat/completions,OpenAI-compatible,Bearer ROUTEWAY_API_KEY,https://api.routeway.ai/v1/models,https://docs.routeway.ai/getting-started/rate-limits,2026-07-06,Recurring free tier
Routeway,nemotron-3-nano-30b-a3b:free,text to text,general chat; tools; reasoning,200 requests/day shared across the free account,5 RPM; 200 RPD shared across all Routeway free models,https://api.routeway.ai,/v1/chat/completions,OpenAI-compatible,Bearer ROUTEWAY_API_KEY,https://api.routeway.ai/v1/models,https://docs.routeway.ai/getting-started/rate-limits,2026-07-06,Recurring free tier
Routeway,laguna-xs.2:free,text to text,general chat; tools; reasoning,200 requests/day shared across the free account,5 RPM; 200 RPD shared across all Routeway free models,https://api.routeway.ai,/v1/chat/completions,OpenAI-compatible,Bearer ROUTEWAY_API_KEY,https://api.routeway.ai/v1/models,https://docs.routeway.ai/getting-started/rate-limits,2026-07-06,Recurring free tier
Routeway,laguna-m.1:free,text to text,general chat; tools; reasoning,200 requests/day shared across the free account,5 RPM; 200 RPD shared across all Routeway free models,https://api.routeway.ai,/v1/chat/completions,OpenAI-compatible,Bearer ROUTEWAY_API_KEY,https://api.routeway.ai/v1/models,https://docs.routeway.ai/getting-started/rate-limits,2026-07-06,Recurring free tier
Routeway,nemotron-nano-9b-v2:free,text to text,general chat; tools; reasoning,200 requests/day shared across the free account,5 RPM; 200 RPD shared across all Routeway free models,https://api.routeway.ai,/v1/chat/completions,OpenAI-compatible,Bearer ROUTEWAY_API_KEY,https://api.routeway.ai/v1/models,https://docs.routeway.ai/getting-started/rate-limits,2026-07-06,Recurring free tier
Routeway,gpt-oss-120b:free,text to text,general chat; tools; reasoning,200 requests/day shared across the free account,5 RPM; 200 RPD shared across all Routeway free models,https://api.routeway.ai,/v1/chat/completions,OpenAI-compatible,Bearer ROUTEWAY_API_KEY,https://api.routeway.ai/v1/models,https://docs.routeway.ai/getting-started/rate-limits,2026-07-06,Recurring free tier
Routeway,llama-3.2-3b-instruct:free,text to text,general chat,200 requests/day shared across the free account,5 RPM; 200 RPD shared across all Routeway free models,https://api.routeway.ai,/v1/chat/completions,OpenAI-compatible,Bearer ROUTEWAY_API_KEY,https://api.routeway.ai/v1/models,https://docs.routeway.ai/getting-started/rate-limits,2026-07-06,Recurring free tier
Routeway,llama-3.2-1b-instruct:free,text to text,general chat,200 requests/day shared across the free account,5 RPM; 200 RPD shared across all Routeway free models,https://api.routeway.ai,/v1/chat/completions,OpenAI-compatible,Bearer ROUTEWAY_API_KEY,https://api.routeway.ai/v1/models,https://docs.routeway.ai/getting-started/rate-limits,2026-07-06,Recurring free tier
Routeway,llama-3.1-8b-instruct:free,text to text,general chat,200 requests/day shared across the free account,5 RPM; 200 RPD shared across all Routeway free models,https://api.routeway.ai,/v1/chat/completions,OpenAI-compatible,Bearer ROUTEWAY_API_KEY,https://api.routeway.ai/v1/models,https://docs.routeway.ai/getting-started/rate-limits,2026-07-06,Recurring free tier
Routeway,llama-3.3-70b-instruct:free,text to text,general chat,200 requests/day shared across the free account,5 RPM; 200 RPD shared across all Routeway free models,https://api.routeway.ai,/v1/chat/completions,OpenAI-compatible,Bearer ROUTEWAY_API_KEY,https://api.routeway.ai/v1/models,https://docs.routeway.ai/getting-started/rate-limits,2026-07-06,Recurring free tier
Logfare,deepseek-v4-flash,text to text,general chat; coding; reasoning,Free tier; provider currently states no rate limits,Provider does not publish a numeric limit,https://logfare.ai,/v1/chat/completions,OpenAI-compatible,Bearer LOGFARE_API_KEY,https://logfare.ai/v1/models,https://logfare.ai/,2026-07-06,Recurring free access claimed; review provider data-use terms before sensitive work
Logfare,minimax-m3,text to text,general chat; coding; reasoning,Free tier; provider currently states no rate limits,Provider does not publish a numeric limit,https://logfare.ai,/v1/chat/completions,OpenAI-compatible,Bearer LOGFARE_API_KEY,https://logfare.ai/v1/models,https://logfare.ai/,2026-07-06,Recurring free access claimed; review provider data-use terms before sensitive work
Logfare,mimo-v2.5,text to text,general chat; coding; reasoning,Free tier; provider currently states no rate limits,Provider does not publish a numeric limit,https://logfare.ai,/v1/chat/completions,OpenAI-compatible,Bearer LOGFARE_API_KEY,https://logfare.ai/v1/models,https://logfare.ai/,2026-07-06,Recurring free access claimed; review provider data-use terms before sensitive work
LLM.kiwi,auto,text to text,fast routed chat,Free account access,Baseline free-account limits; numeric quota unpublished,https://api.llm.kiwi,/v1/chat/completions,OpenAI-compatible,Bearer LLM_KIWI_API_KEY,https://api.llm.kiwi/v1/models,https://llm.kiwi/pricing,2026-07-06,Recurring free tier
LLM.kiwi,hrLLM,text to text,general chat,Free account access,Baseline free-account limits; numeric quota unpublished,https://api.llm.kiwi,/v1/chat/completions,OpenAI-compatible,Bearer LLM_KIWI_API_KEY,https://api.llm.kiwi/v1/models,https://llm.kiwi/pricing,2026-07-06,Recurring free tier
LLMRack,llama-3.1-8b,text to text,general chat,"10,000 tokens/day shared across the free account","10 RPM; 10,000 TPD shared across all LLMRack models",https://llmrack.com,/v1/chat/completions,OpenAI-compatible,Bearer LLMRACK_API_KEY,https://llmrack.com/,https://llmrack.com/,2026-07-06,Recurring free tier
LLMRack,mistral-7b,text to text,fast chat,"10,000 tokens/day shared across the free account","10 RPM; 10,000 TPD shared across all LLMRack models",https://llmrack.com,/v1/chat/completions,OpenAI-compatible,Bearer LLMRACK_API_KEY,https://llmrack.com/,https://llmrack.com/,2026-07-06,Recurring free tier
LLMRack,qwen-2.5-7b,text to text,multilingual chat and coding,"10,000 tokens/day shared across the free account","10 RPM; 10,000 TPD shared across all LLMRack models",https://llmrack.com,/v1/chat/completions,OpenAI-compatible,Bearer LLMRACK_API_KEY,https://llmrack.com/,https://llmrack.com/,2026-07-06,Recurring free tier
LLMRack,phi-3-mini,text to text,fast simple classification and chat,"10,000 tokens/day shared across the free account","10 RPM; 10,000 TPD shared across all LLMRack models",https://llmrack.com,/v1/chat/completions,OpenAI-compatible,Bearer LLMRACK_API_KEY,https://llmrack.com/,https://llmrack.com/,2026-07-06,Recurring free tier
Cloudflare Workers AI,@cf/moonshotai/kimi-k2.7-code,text to text,general chat; tools; reasoning,Shared 10000 neurons/day,Shared 10000 neurons/day,https://api.cloudflare.com,/v1/chat/completions,OpenAI-compatible,Bearer CLOUDFLARE_API_TOKEN,https://developers.cloudflare.com/workers-ai/models/kimi-k2.7-code/,https://developers.cloudflare.com/workers-ai/platform/pricing/,2026-07-07,Recurring free tier
Cloudflare Workers AI,@cf/zai-org/glm-4.7-flash,text to text,general chat; tools; reasoning,Shared 10000 neurons/day,Shared 10000 neurons/day,https://api.cloudflare.com,/v1/chat/completions,OpenAI-compatible,Bearer CLOUDFLARE_API_TOKEN,https://developers.cloudflare.com/workers-ai/models/glm-4.7-flash/,https://developers.cloudflare.com/workers-ai/platform/pricing/,2026-07-07,Recurring free tier
Cloudflare Workers AI,@cf/openai/gpt-oss-120b,text to text,general chat; tools; reasoning,Shared 10000 neurons/day,Shared 10000 neurons/day,https://api.cloudflare.com,/v1/chat/completions,OpenAI-compatible,Bearer CLOUDFLARE_API_TOKEN,https://developers.cloudflare.com/workers-ai/models/gpt-oss-120b/,https://developers.cloudflare.com/workers-ai/platform/pricing/,2026-07-07,Recurring free tier
Cloudflare Workers AI,@cf/meta/llama-4-scout-17b-16e-instruct,text to text,general chat; tools,Shared 10000 neurons/day,Shared 10000 neurons/day,https://api.cloudflare.com,/v1/chat/completions,OpenAI-compatible,Bearer CLOUDFLARE_API_TOKEN,https://developers.cloudflare.com/workers-ai/models/llama-4-scout-17b-16e-instruct/,https://developers.cloudflare.com/workers-ai/platform/pricing/,2026-07-07,Recurring free tier
Cloudflare Workers AI,@cf/zai-org/glm-5.2,text to text,general chat; tools; reasoning,Shared 10000 neurons/day,Shared 10000 neurons/day,https://api.cloudflare.com,/v1/chat/completions,OpenAI-compatible,Bearer CLOUDFLARE_API_TOKEN,https://developers.cloudflare.com/workers-ai/models/glm-5.2/,https://developers.cloudflare.com/workers-ai/platform/pricing/,2026-07-07,Recurring free tier
Cloudflare Workers AI,@cf/moonshotai/kimi-k2.6,text to text,general chat; tools; reasoning,Shared 10000 neurons/day,Shared 10000 neurons/day,https://api.cloudflare.com,/v1/chat/completions,OpenAI-compatible,Bearer CLOUDFLARE_API_TOKEN,https://developers.cloudflare.com/workers-ai/models/kimi-k2.6/,https://developers.cloudflare.com/workers-ai/platform/pricing/,2026-07-07,Recurring free tier
Cloudflare Workers AI,@cf/google/gemma-4-26b-a4b-it,text to text,general chat; tools; reasoning,Shared 10000 neurons/day,Shared 10000 neurons/day,https://api.cloudflare.com,/v1/chat/completions,OpenAI-compatible,Bearer CLOUDFLARE_API_TOKEN,https://developers.cloudflare.com/workers-ai/models/gemma-4-26b-a4b-it/,https://developers.cloudflare.com/workers-ai/platform/pricing/,2026-07-07,Recurring free tier
Cloudflare Workers AI,@cf/nvidia/nemotron-3-120b-a12b,text to text,general chat; tools; reasoning,Shared 10000 neurons/day,Shared 10000 neurons/day,https://api.cloudflare.com,/v1/chat/completions,OpenAI-compatible,Bearer CLOUDFLARE_API_TOKEN,https://developers.cloudflare.com/workers-ai/models/nemotron-3-120b-a12b/,https://developers.cloudflare.com/workers-ai/platform/pricing/,2026-07-07,Recurring free tier
Cloudflare Workers AI,@cf/ibm-granite/granite-4.0-h-micro,text to text,general chat; tools,Shared 10000 neurons/day,Shared 10000 neurons/day,https://api.cloudflare.com,/v1/chat/completions,OpenAI-compatible,Bearer CLOUDFLARE_API_TOKEN,https://developers.cloudflare.com/workers-ai/models/granite-4.0-h-micro/,https://developers.cloudflare.com/workers-ai/platform/pricing/,2026-07-07,Recurring free tier
Cloudflare Workers AI,@cf/aisingapore/gemma-sea-lion-v4-27b-it,text to text,general chat,Shared 10000 neurons/day,Shared 10000 neurons/day,https://api.cloudflare.com,/v1/chat/completions,OpenAI-compatible,Bearer CLOUDFLARE_API_TOKEN,https://developers.cloudflare.com/workers-ai/models/gemma-sea-lion-v4-27b-it/,https://developers.cloudflare.com/workers-ai/platform/pricing/,2026-07-07,Recurring free tier
Cloudflare Workers AI,@cf/openai/gpt-oss-20b,text to text,general chat; tools; reasoning,Shared 10000 neurons/day,Shared 10000 neurons/day,https://api.cloudflare.com,/v1/chat/completions,OpenAI-compatible,Bearer CLOUDFLARE_API_TOKEN,https://developers.cloudflare.com/workers-ai/models/gpt-oss-20b/,https://developers.cloudflare.com/workers-ai/platform/pricing/,2026-07-07,Recurring free tier
Cloudflare Workers AI,@cf/qwen/qwen3-30b-a3b-fp8,text to text,general chat; tools; reasoning,Shared 10000 neurons/day,Shared 10000 neurons/day,https://api.cloudflare.com,/v1/chat/completions,OpenAI-compatible,Bearer CLOUDFLARE_API_TOKEN,https://developers.cloudflare.com/workers-ai/models/qwen3-30b-a3b-fp8/,https://developers.cloudflare.com/workers-ai/platform/pricing/,2026-07-07,Recurring free tier
Cloudflare Workers AI,@cf/mistralai/mistral-small-3.1-24b-instruct,text to text,general chat; tools,Shared 10000 neurons/day,Shared 10000 neurons/day,https://api.cloudflare.com,/v1/chat/completions,OpenAI-compatible,Bearer CLOUDFLARE_API_TOKEN,https://developers.cloudflare.com/workers-ai/models/mistral-small-3.1-24b-instruct/,https://developers.cloudflare.com/workers-ai/platform/pricing/,2026-07-07,Recurring free tier
Cloudflare Workers AI,@cf/qwen/qwq-32b,text to text,general chat; reasoning,Shared 10000 neurons/day,Shared 10000 neurons/day,https://api.cloudflare.com,/v1/chat/completions,OpenAI-compatible,Bearer CLOUDFLARE_API_TOKEN,https://developers.cloudflare.com/workers-ai/models/qwq-32b/,https://developers.cloudflare.com/workers-ai/platform/pricing/,2026-07-07,Recurring free tier
Cloudflare Workers AI,@cf/qwen/qwen2.5-coder-32b-instruct,text to text,general chat,Shared 10000 neurons/day,Shared 10000 neurons/day,https://api.cloudflare.com,/v1/chat/completions,OpenAI-compatible,Bearer CLOUDFLARE_API_TOKEN,https://developers.cloudflare.com/workers-ai/models/qwen2.5-coder-32b-instruct/,https://developers.cloudflare.com/workers-ai/platform/pricing/,2026-07-07,Recurring free tier
